Continente,Pais,Nome,Liga,Categoria
Europa,Lituania,Zalgiris Vilnius,A Lyga,Profissional
Europa,Lituania,Panevezys,A Lyga,Profissional
Europa,Lituania,Suduva,A Lyga,Profissional
Europa,Lituania,Banga Gargzdai,A Lyga,Profissional
Europa,Lituania,Hegelmann,A Lyga,Profissional
Europa,Lituania,Dziugas,A Lyga,Profissional
Europa,Lituania,Kauno Zalgiris,A Lyga,Profissional
Europa,Lituania,Transinvest,A Lyga,Profissional
Europa,Lituania,FA Siauliai,A Lyga,Profissional
Europa,Lituania,Jonava,A Lyga,Profissional
Europa,Azerbaijao,Qarabag,Premier League,Profissional
Europa,Azerbaijao,Sabah,Premier League,Profissional
Europa,Azerbaijao,Zira,Premier League,Profissional
Europa,Azerbaijao,Neftci,Premier League,Profissional
Europa,Azerbaijao,Sabail,Premier League,Profissional
Europa,Azerbaijao,Kapaz,Premier League,Profissional
Europa,Azerbaijao,Turan Tovuz,Premier League,Profissional
Europa,Azerbaijao,Sumgayit,Premier League,Profissional
Europa,Azerbaijao,Araz-Naxcvan,Premier League,Profissional
Europa,Azerbaijao,MOIK Baku,Premier League,Profissional
Europa,Bosnia,Zrinjski Mostar,Premier League,Profissional
Europa,Bosnia,Borac Banja Luka,Premier League,Profissional
Europa,Bosnia,Sarajevo,Premier League,Profissional
Europa,Bosnia,Zeljeznicar,Premier League,Profissional
Europa,Bosnia,Tuzla City,Premier League,Profissional
Europa,Bosnia,Siroki Brijeg,Premier League,Profissional
Europa,Bosnia,Posusje,Premier League,Profissional
Europa,Bosnia,Igman Konjic,Premier League,Profissional
Europa,Bosnia,Gabela,Premier League,Profissional
Europa,Bosnia,Sloga Doboj,Premier League,Profissional
Europa,Luxemburgo,F91 Dudelange,National Division,Profissional
Europa,Luxemburgo,Swift Hesperange,National Division,Profissional
Europa,Luxemburgo,Progres Niederkorn,National Division,Profissional
Europa,Luxemburgo,Differdange 03,National Division,Profissional
Europa,Luxemburgo,Jeunesse Esch,National Division,Profissional
Europa,Luxemburgo,RM Hamm Benfica,National Division,Profissional
Europa,Luxemburgo,Mondorf-les-Bains,National Division,Profissional
Europa,Luxemburgo,Wiltz,National Division,Profissional
Europa,Luxemburgo,Rosport,National Division,Profissional
Europa,Luxemburgo,Petange,National Division,Profissional
Europa,Malta,Hibernians,Premier League,Profissional
Europa,Malta,Valletta,Premier League,Profissional
Europa,Malta,Floriana,Premier League,Profissional
Europa,Malta,Birkirkara,Premier League,Profissional
Europa,Malta,Sliema Wanderers,Premier League,Profissional
Europa,Malta,Balzan,Premier League,Profissional
Europa,Malta,Mosta,Premier League,Profissional
Europa,Malta,Gudja United,Premier League,Profissional
Europa,Malta,Gzira United,Premier League,Profissional
Europa,Malta,Sirens,Premier League,Profissional
Europa,Ilhas Faroe,Klaksvik,Premier League,Profissional
Europa,Ilhas Faroe,HB Torshavn,Premier League,Profissional
Europa,Ilhas Faroe,NSI Runavik,Premier League,Profissional
Europa,Ilhas Faroe,Vikingur Gota,Premier League,Profissional
Europa,Ilhas Faroe,B36 Torshavn,Premier League,Profissional
Europa,Ilhas Faroe,EB/Streymur,Premier League,Profissional
Europa,Ilhas Faroe,IF Fuglafjordur,Premier League,Profissional
Europa,Ilhas Faroe,Skala,Premier League,Profissional
Europa,Ilhas Faroe,AB Argir,Premier League,Profissional
Europa,Ilhas Faroe,TB Tvoroyri,Premier League,Profissional
Europa,Gibraltar,Lincoln Red Imps,Premier Division,Profissional
Europa,Gibraltar,Europa FC,Premier Division,Profissional
Europa,Gibraltar,St Joseph's,Premier Division,Profissional
Europa,Gibraltar,Mons Calpe,Premier Division,Profissional
Europa,Gibraltar,Lions Gibraltar,Premier Division,Profissional
Europa,Gibraltar,Manchester 62,Premier Division,Profissional
Europa,Gibraltar,Glacis United,Premier Division,Profissional
Europa,Gibraltar,College 1975,Premier Division,Profissional
Europa,Gibraltar,Bruno's Magpies,Premier Division,Profissional
Europa,Gibraltar,Europa Point,Premier Division,Profissional
Europa,San Marino,La Fiorita,Campionato Sammarinese,Profissional
Europa,San Marino,Tre Penne,Campionato Sammarinese,Profissional
Europa,San Marino,Folgore,Campionato Sammarinese,Profissional
Europa,San Marino,Tre Fiori,Campionato Sammarinese,Profissional
Europa,San Marino,Cosmos,Campionato Sammarinese,Profissional
Europa,San Marino,Murata,Campionato Sammarinese,Profissional
Europa,San Marino,Domagnano,Campionato Sammarinese,Profissional
Europa,San Marino,Virtus,Campionato Sammarinese,Profissional
Europa,San Marino,Cailungo,Campionato Sammarinese,Profissional
Europa,San Marino,Faetano,Campionato Sammarinese,Profissional
Europa,Andorra,FC Santa Coloma,Primera Divisio,Profissional
Europa,Andorra,Inter Escaldes,Primera Divisio,Profissional
Europa,Andorra,UE Santa Coloma,Primera Divisio,Profissional
Europa,Andorra,FC Ordino,Primera Divisio,Profissional
Europa,Andorra,Penya Encarnada,Primera Divisio,Profissional
Europa,Andorra,Atletic Escaldes,Primera Divisio,Profissional
Europa,Andorra,Encamp,Primera Divisio,Profissional
Europa,Andorra,Carroi,Primera Divisio,Profissional
Europa,Andorra,Jenlai,Primera Divisio,Profissional
Europa,Andorra,La Massana,Primera Divisio,Profissional
Europa,Inglaterra,Birmingham City,Championship,Segunda Divisao
Europa,Inglaterra,Blackburn Rovers,Championship,Segunda Divisao
Europa,Inglaterra,Bristol City,Championship,Segunda Divisao
Europa,Inglaterra,Cardiff City,Championship,Segunda Divisao
Europa,Inglaterra,Coventry City,Championship,Segunda Divisao
Europa,Inglaterra,Huddersfield Town,Championship,Segunda Divisao
Europa,Inglaterra,Hull City,Championship,Segunda Divisao
Europa,Inglaterra,Ipswich Town,Championship,Segunda Divisao
Europa,Inglaterra,Leeds United,Championship,Segunda Divisao
Europa,Inglaterra,Leicester City,Championship,Segunda Divisao
Europa,Inglaterra,Middlesbrough,Championship,Segunda Divisao
Europa,Inglaterra,Millwall,Championship,Segunda Divisao
Europa,Inglaterra,Norwich City,Championship,Segunda Divisao
Europa,Inglaterra,Plymouth Argyle,Championship,Segunda Divisao
Europa,Inglaterra,Preston North End,Championship,Segunda Divisao
Europa,Inglaterra,Queens Park Rangers,Championship,Segunda Divisao
Europa,Inglaterra,Rotherham United,Championship,Segunda Divisao
Europa,Inglaterra,Sheffield Wednesday,Championship,Segunda Divisao
Europa,Inglaterra,Southampton,Championship,Segunda Divisao
Europa,Inglaterra,Stoke City,Championship,Segunda Divisao
Europa,Inglaterra,Sunderland,Championship,Segunda Divisao
Europa,Inglaterra,Swansea City,Championship,Segunda Divisao
Europa,Inglaterra,Watford,Championship,Segunda Divisao
Europa,Inglaterra,West Bromwich Albion,Championship,Segunda Divisao
Europa,Espanha,Albacete,Segunda Division,Segunda Divisao
Europa,Espanha,Alcorcon,Segunda Division,Segunda Divisao
Europa,Espanha,Andorra,Segunda Division,Segunda Divisao
Europa,Espanha,Burgos,Segunda Division,Segunda Divisao
Europa,Espanha,Cartagena,Segunda Division,Segunda Divisao
Europa,Espanha,Eibar,Segunda Division,Segunda Divisao
Europa,Espanha,Eldense,Segunda Division,Segunda Divisao
Europa,Espanha,Elche,Segunda Division,Segunda Divisao
Europa,Espanha,Espanyol,Segunda Division,Segunda Divisao
Europa,Espanha,Ferrol,Segunda Division,Segunda Divisao
Europa,Espanha,Huesca,Segunda Division,Segunda Divisao
Europa,Espanha,Leganes,Segunda Division,Segunda Divisao
Europa,Espanha,Levante,Segunda Division,Segunda Divisao
Europa,Espanha,Mirandes,Segunda Division,Segunda Divisao
Europa,Espanha,Oviedo,Segunda Division,Segunda Divisao
Europa,Espanha,Racing Santander,Segunda Division,Segunda Divisao
Europa,Espanha,Racing Ferrol,Segunda Division,Segunda Divisao
Europa,Espanha,Real Valladolid,Segunda Division,Segunda Divisao
Europa,Espanha,Sporting Gijon,Segunda Division,Segunda Divisao
Europa,Espanha,Tenerife,Segunda Division,Segunda Divisao
Europa,Espanha,Villarreal B,Segunda Division,Segunda Divisao
Europa,Espanha,Zaragoza,Segunda Division,Segunda Divisao
Europa,Italia,Palermo,Serie B,Segunda Divisao
Europa,Italia,Parma,Serie B,Segunda Divisao
Europa,Italia,Venezia,Serie B,Segunda Divisao
Europa,Italia,Cremonese,Serie B,Segunda Divisao
Europa,Italia,Modena,Serie B,Segunda Divisao
Europa,Italia,Brescia,Serie B,Segunda Divisao
Europa,Italia,Cosenza,Serie B,Segunda Divisao
Europa,Italia,Catanzaro,Serie B,Segunda Divisao
Europa,Italia,Sampdoria,Serie B,Segunda Divisao
Europa,Italia,Spezia,Serie B,Segunda Divisao
Europa,Italia,Sudtirol,Serie B,Segunda Divisao
Europa,Italia,Pisa,Serie B,Segunda Divisao
Europa,Italia,Como,Serie B,Segunda Divisao
Europa,Italia,Ascoli,Serie B,Segunda Divisao
Europa,Italia,Feralpisalo,Serie B,Segunda Divisao
Europa,Italia,Reggiana,Serie B,Segunda Divisao
Europa,Italia,Lecco,Serie B,Segunda Divisao
Europa,Italia,Ternana,Serie B,Segunda Divisao
Europa,Italia,Cittadella,Serie B,Segunda Divisao
Europa,Franca,Auxerre,Ligue 2,Segunda Divisao
Europa,Franca,Saint-Étienne,Ligue 2,Segunda Divisao
Europa,Franca,Bordeaux,Ligue 2,Segunda Divisao
Europa,Franca,Angers,Ligue 2,Segunda Divisao
Europa,Franca,Amiens,Ligue 2,Segunda Divisao
Europa,Franca,Caen,Ligue 2,Segunda Divisao
Europa,Franca,Paris FC,Ligue 2,Segunda Divisao
Europa,Franca,Rodez,Ligue 2,Segunda Divisao
Europa,Franca,Pau,Ligue 2,Segunda Divisao
Europa,Franca,Valenciennes,Ligue 2,Segunda Divisao
Europa,Franca,Bastia,Ligue 2,Segunda Divisao
Europa,Franca,Annecy,Ligue 2,Segunda Divisao
Europa,Franca,Laval,Ligue 2,Segunda Divisao
Europa,Franca,Guingamp,Ligue 2,Segunda Divisao
Europa,Franca,Grenoble,Ligue 2,Segunda Divisao
Europa,Franca,Dunkerque,Ligue 2,Segunda Divisao
Europa,Franca,Concarneau,Ligue 2,Segunda Divisao
Europa,Franca,Quevilly-Rouen,Ligue 2,Segunda Divisao
Europa,Franca,Ajaccio,Ligue 2,Segunda Divisao
Europa,Franca,Troyes,Ligue 2,Segunda Divisao
Europa,Alemanha,Hamburg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hertha Berlin,2. Bundesliga,Segunda Divisao
Europa,Alemanha,St Pauli,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hannover 96,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Fortuna Dusseldorf,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Schalke 04,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Paderborn,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Kaiserslautern,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Nurnberg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Karlsruher,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Magdeburg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Greuther Furth,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Holstein Kiel,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Wehen Wiesbaden,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Osnabruck,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Eintracht Braunschweig,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hansa Rostock,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Elversberg,2. Bundesliga,Segunda Divisao
Europa,Portugal,Academico Viseu,Liga Portugal 2,Segunda Divisao
Europa,Portugal,AVS,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Belenenses,Liga Portugal 2,Segunda Divisao
Europa,Portugal,CD Feirense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,CD Mafra,Liga Portugal 2,Segunda Divisao
Europa,Portugal,FC Penafiel,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Leixoes SC,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Lank Vilaverdense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Nacional,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Oliveirense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Pacos de Ferreira,Liga Portugal 2,Segunda Divisao
Europa,Portugal,SC Covilha,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Tondela,Liga Portugal 2,Segunda Divisao
Europa,Portugal,UD Leiria,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Torreense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Portimonense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Vitoria B,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Academica,Liga Portugal 2,Segunda Divisao
Europa,Holanda,ADO Den Haag,Eerste Divisie,Segunda Divisao
Europa,Holanda,Ajax II,Eerste Divisie,Segunda Divisao
Europa,Holanda,AZ II,Eerste Divisie,Segunda Divisao
Europa,Holanda,De Graafschap,Eerste Divisie,Segunda Divisao
Europa,Holanda,Den Bosch,Eerste Divisie,Segunda Divisao
Europa,Holanda,Dordrecht,Eerste Divisie,Segunda Divisao
Europa,Holanda,Eindhoven FC,Eerste Divisie,Segunda Divisao
Europa,Holanda,Emmen,Eerste Divisie,Segunda Divisao
Europa,Holanda,Helmond Sport,Eerste Divisie,Segunda Divisao
Europa,Holanda,MVV Maastricht,Eerste Divisie,Segunda Divisao
Europa,Holanda,NAC Breda,Eerste Divisie,Segunda Divisao
Europa,Holanda,Roda JC,Eerste Divisie,Segunda Divisao
Europa,Holanda,Telstar,Eerste Divisie,Segunda Divisao
Europa,Holanda,Top Oss,Eerste Divisie,Segunda Divisao
Europa,Holanda,Utrecht II,Eerste Divisie,Segunda Divisao
Europa,Holanda,VVV Venlo,Eerste Divisie,Segunda Divisao
Europa,Holanda,Willem II,Eerste Divisie,Segunda Divisao
Europa,Holanda,Cambuur,Eerste Divisie,Segunda Divisao
Europa,Holanda,Groningen,Eerste Divisie,Segunda Divisao
Europa,Belgica,Zulte Waregem,Challenger Pro League,Segunda Divisao
Europa,Belgica,Lommel,Challenger Pro League,Segunda Divisao
Europa,Belgica,Deinze,Challenger Pro League,Segunda Divisao
Europa,Belgica,RFC Liege,Challenger Pro League,Segunda Divisao
Europa,Belgica,Patro Eisden,Challenger Pro League,Segunda Divisao
Europa,Belgica,Club NXT,Challenger Pro League,Segunda Divisao
Europa,Belgica,Beerschot,Challenger Pro League,Segunda Divisao
Europa,Belgica,Dender,Challenger Pro League,Segunda Divisao
Europa,Belgica,Francs Borains,Challenger Pro League,Segunda Divisao
Europa,Belgica,SL16 FC,Challenger Pro League,Segunda Divisao
Europa,Belgica,Oostende,Challenger Pro League,Segunda Divisao
Europa,Belgica,Seraing,Challenger Pro League,Segunda Divisao
Europa,Turquia,Altay,TFF First League,Segunda Divisao
Europa,Turquia,Bandirmaspor,TFF First League,Segunda Divisao
Europa,Turquia,Boluspor,TFF First League,Segunda Divisao
Europa,Turquia,Erzurumspor,TFF First League,Segunda Divisao
Europa,Turquia,Genclerbirligi,TFF First League,Segunda Divisao
Europa,Turquia,Giresunspor,TFF First League,Segunda Divisao
Europa,Turquia,Goztepe,TFF First League,Segunda Divisao
Europa,Turquia,Keciorengucu,TFF First League,Segunda Divisao
Europa,Turquia,Kocaelispor,TFF First League,Segunda Divisao
Europa,Turquia,Manisa FK,TFF First League,Segunda Divisao
Europa,Turquia,Sakaryaspor,TFF First League,Segunda Divisao
Europa,Turquia,Sanliurfaspor,TFF First League,Segunda Divisao
Europa,Turquia,Tuzlaspor,TFF First League,Segunda Divisao
Europa,Turquia,Umraniyespor,TFF First League,Segunda Divisao
Europa,Turquia,Adanaspor,TFF First League,Segunda Divisao
Europa,Turquia,Bodrum FK,TFF First League,Segunda Divisao
Europa,Turquia,Corum FK,TFF First League,Segunda Divisao
Europa,Turquia,Eyupspor,TFF First League,Segunda Divisao
Europa,Grecia,AEK B,Super League 2,Segunda Divisao  
Europa,Grecia,AEL Larissa,Super League 2,Segunda Divisao  
Europa,Grecia,Anagennisi Karditsas,Super League 2,Segunda Divisao  
Europa,Grecia,Athens Kallithea,Super League 2,Segunda Divisao  
Europa,Grecia,Diagoras,Super League 2,Segunda Divisao  
Europa,Grecia,Egaleo,Super League 2,Segunda Divisao  
Europa,Grecia,Episkopi,Super League 2,Segunda Divisao  
Europa,Grecia,Iraklis,Super League 2,Segunda Divisao  
Europa,Grecia,Levadiakos,Super League 2,Segunda Divisao  
Europa,Grecia,Makedonikos,Super League 2,Segunda Divisao  
Europa,Grecia,PAOK B,Super League 2,Segunda Divisao  
Europa,Grecia,Panathinaikos B,Super League 2,Segunda Divisao  
Europa,Grecia,Panserraikos,Super League 2,Segunda Divisao  
Europa,Grecia,Panachaiki,Super League 2,Segunda Divisao  
Europa,Grecia,Chania,Super League 2,Segunda Divisao  
Europa,Grecia,Kampaniakos,Super League 2,Segunda Divisao  
Europa,Grecia,Trikala,Super League 2,Segunda Divisao  
Europa,Grecia,Thesprotos,Super League 2,Segunda Divisao  
Europa,Grecia,Apollon Larissa,Super League 2,Segunda Divisao  
Europa,Inglaterra,Norwich City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Hull City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Coventry City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Middlesbrough,EFL Championship,Segunda Divisao
Europa,Inglaterra,Preston North End,EFL Championship,Segunda Divisao
Europa,Inglaterra,Bristol City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Cardiff City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Millwall,EFL Championship,Segunda Divisao
Europa,Inglaterra,Swansea City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Watford,EFL Championship,Segunda Divisao
Europa,Inglaterra,Stoke City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Plymouth Argyle,EFL Championship,Segunda Divisao
Europa,Inglaterra,Birmingham City,EFL Championship,Segunda Divisao
Europa,Inglaterra,Blackburn Rovers,EFL Championship,Segunda Divisao
Europa,Inglaterra,Queens Park Rangers,EFL Championship,Segunda Divisao
Europa,Inglaterra,Huddersfield Town,EFL Championship,Segunda Divisao
Europa,Inglaterra,Sheffield Wednesday,EFL Championship,Segunda Divisao
Europa,Inglaterra,Rotherham United,EFL Championship,Segunda Divisao
Europa,Inglaterra,Reading,EFL Championship,Segunda Divisao
Europa,Espanha,Espanyol,Segunda Division,Segunda Divisao
Europa,Espanha,Real Valladolid,Segunda Division,Segunda Divisao
Europa,Espanha,Eibar,Segunda Division,Segunda Divisao
Europa,Espanha,Levante,Segunda Division,Segunda Divisao
Europa,Espanha,Elche,Segunda Division,Segunda Divisao
Europa,Espanha,Racing Santander,Segunda Division,Segunda Divisao
Europa,Espanha,Real Oviedo,Segunda Division,Segunda Divisao
Europa,Espanha,Burgos,Segunda Division,Segunda Divisao
Europa,Espanha,Zaragoza,Segunda Division,Segunda Divisao
Europa,Espanha,Tenerife,Segunda Division,Segunda Divisao
Europa,Espanha,Albacete,Segunda Division,Segunda Divisao
Europa,Espanha,Mirandes,Segunda Division,Segunda Divisao
Europa,Espanha,Huesca,Segunda Division,Segunda Divisao
Europa,Espanha,Andorra,Segunda Division,Segunda Divisao
Europa,Espanha,Villarreal B,Segunda Division,Segunda Divisao
Europa,Espanha,Amorebieta,Segunda Division,Segunda Divisao
Europa,Espanha,Ferrol,Segunda Division,Segunda Divisao
Europa,Espanha,Eldense,Segunda Division,Segunda Divisao
Europa,Espanha,Alcorcon,Segunda Division,Segunda Divisao
Europa,Espanha,Cartagena,Segunda Division,Segunda Divisao
Europa,Espanha,Leganes,Segunda Division,Segunda Divisao
Europa,Espanha,Sporting Gijon,Segunda Division,Segunda Divisao
Europa,Italia,Palermo,Serie B,Segunda Divisao
Europa,Italia,Parma,Serie B,Segunda Divisao
Europa,Italia,Venezia,Serie B,Segunda Divisao
Europa,Italia,Cremonese,Serie B,Segunda Divisao
Europa,Italia,Modena,Serie B,Segunda Divisao
Europa,Italia,Brescia,Serie B,Segunda Divisao
Europa,Italia,Cosenza,Serie B,Segunda Divisao
Europa,Italia,Catanzaro,Serie B,Segunda Divisao
Europa,Italia,Sampdoria,Serie B,Segunda Divisao
Europa,Italia,Spezia,Serie B,Segunda Divisao
Europa,Italia,Sudtirol,Serie B,Segunda Divisao
Europa,Italia,Pisa,Serie B,Segunda Divisao
Europa,Italia,Como,Serie B,Segunda Divisao
Europa,Italia,Ascoli,Serie B,Segunda Divisao
Europa,Italia,Feralpisalo,Serie B,Segunda Divisao
Europa,Italia,Reggiana,Serie B,Segunda Divisao
Europa,Italia,Lecco,Serie B,Segunda Divisao
Europa,Italia,Ternana,Serie B,Segunda Divisao
Europa,Italia,Cittadella,Serie B,Segunda Divisao
Europa,Italia,Bari,Serie B,Segunda Divisao
Europa,Alemanha,Hamburg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hertha Berlin,2. Bundesliga,Segunda Divisao
Europa,Alemanha,St Pauli,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hannover 96,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Fortuna Dusseldorf,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Schalke 04,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Paderborn,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Kaiserslautern,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Nurnberg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Karlsruher,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Magdeburg,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Greuther Furth,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Holstein Kiel,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Wehen Wiesbaden,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Osnabruck,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Eintracht Braunschweig,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Hansa Rostock,2. Bundesliga,Segunda Divisao
Europa,Alemanha,Elversberg,2. Bundesliga,Segunda Divisao
Europa,Franca,Auxerre,Ligue 2,Segunda Divisao
Europa,Franca,Saint-Etienne,Ligue 2,Segunda Divisao
Europa,Franca,Bordeaux,Ligue 2,Segunda Divisao
Europa,Franca,Angers,Ligue 2,Segunda Divisao
Europa,Franca,Amiens,Ligue 2,Segunda Divisao
Europa,Franca,Caen,Ligue 2,Segunda Divisao
Europa,Franca,Paris FC,Ligue 2,Segunda Divisao
Europa,Franca,Rodez,Ligue 2,Segunda Divisao
Europa,Franca,Pau FC,Ligue 2,Segunda Divisao
Europa,Franca,Valenciennes,Ligue 2,Segunda Divisao
Europa,Franca,Bastia,Ligue 2,Segunda Divisao
Europa,Franca,Annecy,Ligue 2,Segunda Divisao
Europa,Franca,Laval,Ligue 2,Segunda Divisao
Europa,Franca,Guingamp,Ligue 2,Segunda Divisao
Europa,Franca,Grenoble,Ligue 2,Segunda Divisao
Europa,Franca,Dunkerque,Ligue 2,Segunda Divisao
Europa,Franca,Concarneau,Ligue 2,Segunda Divisao
Europa,Franca,Quevilly Rouen,Ligue 2,Segunda Divisao
Europa,Franca,Ajaccio,Ligue 2,Segunda Divisao
Europa,Franca,Troyes,Ligue 2,Segunda Divisao
Europa,Portugal,Santa Clara,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Maritimo,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Academico Viseu,Liga Portugal 2,Segunda Divisao
Europa,Portugal,AVS,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Nacional,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Leixoes,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Torreense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Oliveirense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Penafiel,Liga Portugal 2,Segunda Divisao
Europa,Portugal,FC Porto B,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Benfica B,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Feirense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Tondela,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Pacos Ferreira,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Vilaverdense,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Academica,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Uniao de Leiria,Liga Portugal 2,Segunda Divisao
Europa,Portugal,Lank Vilaverdense,Liga Portugal 2,Segunda Divisao
Europa,Paises Baixos,ADO Den Haag,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Ajax II,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,AZ II,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Cambuur,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,De Graafschap,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Den Bosch,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Dordrecht,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Eindhoven FC,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Emmen,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Excelsior,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Helmond Sport,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,MVV Maastricht,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,NAC Breda,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Roda JC,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Telstar,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,TOP Oss,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Utrecht II,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Vitesse,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,VVV Venlo,Eerste Divisie,Segunda Divisao
Europa,Paises Baixos,Willem II,Eerste Divisie,Segunda Divisao
Europa,Belgica,Zulte Waregem,Challenger Pro League,Segunda Divisao
Europa,Belgica,Lommel,Challenger Pro League,Segunda Divisao
Europa,Belgica,Seraing,Challenger Pro League,Segunda Divisao
Europa,Belgica,Club NXT,Challenger Pro League,Segunda Divisao
Europa,Belgica,SL16 FC,Challenger Pro League,Segunda Divisao
Europa,Belgica,Deinze,Challenger Pro League,Segunda Divisao
Europa,Belgica,Beerschot,Challenger Pro League,Segunda Divisao
Europa,Belgica,Dender,Challenger Pro League,Segunda Divisao
Europa,Belgica,Francs Borains,Challenger Pro League,Segunda Divisao
Europa,Belgica,Jong Genk,Challenger Pro League,Segunda Divisao
Europa,Belgica,Jong Anderlecht,Challenger Pro League,Segunda Divisao
Europa,Belgica,Patro Eisden,Challenger Pro League,Segunda Divisao
Europa,Belgica,Lierse Kempenzonen,Challenger Pro League,Segunda Divisao
Europa,Belgica,Virton,Challenger Pro League,Segunda Divisao
Europa,Belgica,RFC Liege,Challenger Pro League,Segunda Divisao
Europa,Belgica,Oostende,Challenger Pro League,Segunda Divisao
Europa,Turquia,Sakaryaspor,1. Lig,Segunda Divisao
Europa,Turquia,Eyupspor,1. Lig,Segunda Divisao
Europa,Turquia,Kocaelispor,1. Lig,Segunda Divisao
Europa,Turquia,Genclerbirligi,1. Lig,Segunda Divisao
Europa,Turquia,Boluspor,1. Lig,Segunda Divisao
Europa,Turquia,Bandirmaspor,1. Lig,Segunda Divisao
Europa,Turquia,Manisa FK,1. Lig,Segunda Divisao
Europa,Turquia,Tuzlaspor,1. Lig,Segunda Divisao
Europa,Turquia,Giresunspor,1. Lig,Segunda Divisao
